Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
160;Josh Hart;SG;27;POR;6;6;35.8;3.8;7.3;0.523;0.5;1.3;0.375;3.3;6;0.556;0.557;2.3;2.7;0.875;2.2;7;9.2;4;1.3;0.2;1.7;2;10.5
161;Isaiah Hartenstein;C;24;NYK;6;0;25;4;7.2;0.558;0.2;1.3;0.125;3.8;5.8;0.657;0.57;1;1.3;0.75;4;4;8;1.2;1;1;1.2;3;9.2
162;Udonis Haslem;PF;42;MIA;2;0;5;0.5;1.5;0.333;0;0;0;0.5;1.5;0.333;0.333;0.5;1;0.5;0;1;1;0;0;0.5;0;0.5;1.5
163;Sam Hauser;PF;25;BOS;6;0;11.5;1.8;3.2;0.579;1.7;3;0.556;0.2;0.2;1;0.842;0.2;0.3;0.5;0.2;1.5;1.7;0.5;0.3;0.2;0.2;0.8;5.5
164;Jaxson Hayes;C;22;NOP;4;0;8.3;0.3;0.8;0.333;0;0.5;0;0.3;0.3;1;0.333;0;0.5;0;0;1;1;0.8;0.3;0.3;0.3;1;0.5
165;Killian Hayes;PG;21;DET;8;0;17.1;1;5.9;0.17;0.3;1.9;0.133;0.8;4;0.188;0.191;0.3;0.4;0.667;0.4;2.1;2.5;3.5;0.6;0.4;1.3;2.5;2.5
166;Gordon Hayward;SF;32;CHO;7;7;33.1;6.7;13.6;0.495;1.3;3.6;0.36;5.4;10;0.543;0.542;4.1;5.1;0.806;0.4;4;4.4;4.4;0.7;0.3;2.9;0.9;18.9
167;Juancho Hernangómez;PF;27;TOR;3;0;5.3;0;0.7;0;0;0.7;0;0;0;0;0;0;0;0;0;0.3;0.3;0.3;0.3;0.3;0.3;0.7;0
168;Willy Hernangómez;C;28;NOP;2;0;7;0.5;2.5;0.2;0;0.5;0;0.5;2;0.25;0.2;1;1;1;2;2.5;4.5;0.5;0;0;0.5;1;2
169;Tyler Herro;SG;23;MIA;8;8;29.8;6.5;14.1;0.46;2.3;6;0.375;4.3;8.1;0.523;0.54;2.4;2.8;0.864;0.5;5.4;5.9;2.6;0.5;0.4;1.8;1.9;17.6
170;Buddy Hield;SG;30;IND;8;8;29.9;6.4;13.8;0.464;4;9.4;0.427;2.4;4.4;0.543;0.609;1;1.1;0.889;1.3;4.1;5.4;4.1;0.6;0.3;1.8;2.1;17.8
171;Haywood Highsmith;SF;26;MIA;4;0;5.3;0.3;1.3;0.2;0;0.8;0;0.3;0.5;0.5;0.2;0;0;0;0;1;1;0;0.8;0;0.5;0.3;0.5
172;George Hill;PG;36;MIL;6;0;22.5;1.8;3.8;0.478;0.7;2.3;0.286;1.2;1.5;0.778;0.565;1.7;2.2;0.769;0.5;1.3;1.8;2.7;0.2;0;0.5;2;6
173;Malcolm Hill;SF;27;CHI;2;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0
174;Aaron Holiday;PG;26;ATL;7;0;17.9;2;4.1;0.483;0.7;1.1;0.625;1.3;3;0.429;0.569;0.7;0.7;1;0.4;0.6;1;1.4;0.9;0.3;0.9;1.3;5.4
175;Jrue Holiday;PG;32;MIL;6;6;35;6.8;17.3;0.394;2.3;6.7;0.35;4.5;10.7;0.422;0.462;3.2;3.8;0.826;0.8;4.2;5;8.3;1.8;1;2.7;2.3;19.2
176;Justin Holiday;SG;33;ATL;7;0;20.1;2.4;6.3;0.386;1.3;4.1;0.31;1.1;2.1;0.533;0.489;0;0;0;0;0.7;0.7;1.7;0.3;0.4;0.1;2.4;6.1
177;Richaun Holmes;PF;29;SAC;6;0;14.3;1.8;2.7;0.688;0;0;0;1.8;2.7;0.688;0.688;0.7;1;0.667;0.8;1.8;2.7;0;0.3;0.2;0.8;2.2;4.3
178;Al Horford;C;36;BOS;5;5;29.4;3;6.6;0.455;2;5;0.4;1;1.6;0.625;0.606;0;0;0;1.2;3.8;5;1.8;0;0.6;1;2.4;8
179;Talen Horton-Tucker;SG;22;UTA;8;0;16.8;3;7.6;0.393;0.6;3.4;0.185;2.4;4.3;0.559;0.434;1;1.4;0.727;0.8;2.6;3.4;1.8;1;0.4;1.1;2;7.6
180;Danuel House Jr.;SF;29;PHI;8;0;15.5;0.9;2.1;0.412;0.4;1.4;0.273;0.5;0.8;0.667;0.5;0.5;0.8;0.667;0.4;1.1;1.5;0.9;0.3;0.1;0.8;1;2.6
181;Caleb Houstan;SF;20;ORL;5;0;19.4;1;3.8;0.263;0.6;2.6;0.231;0.4;1.2;0.333;0.342;0.4;0.4;1;0;2;2;0.6;0.2;0.2;0.6;2.2;3
182;Trevor Hudgins;PG;23;HOU;1;0;4;1;1;1;1;1;1;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;3
183;Kevin Huerter;SG;24;SAC;6;6;30.8;5.8;11.7;0.5;4.2;7.8;0.532;1.7;3.8;0.435;0.679;2.5;3.2;0.789;0;3;3;4.2;0.5;0.2;1;2.2;18.3
184;De'Andre Hunter;SF;25;ATL;7;7;27.7;5.6;11.1;0.5;1.7;3.9;0.444;3.9;7.3;0.529;0.577;1.1;1.7;0.667;0.4;3.1;3.6;1.3;0.3;0;1.1;3.9;14
185;Bones Hyland;PG;22;DEN;6;0;18.2;3.7;10.5;0.349;2.3;5.3;0.438;1.3;5.2;0.258;0.46;2.3;3.2;0.737;0;1;1;3.7;0.2;0.3;1.7;2;12
186;Serge Ibaka;PF;33;MIL;5;0;8.8;1;2.2;0.455;0.4;0.8;0.5;0.6;1.4;0.429;0.545;0.2;0.4;0.5;0.6;1.4;2;0;0;0.4;0.8;1.6;2.6
187;Brandon Ingram;SF;25;NOP;3;3;26.3;7.3;12.7;0.579;1.3;2.3;0.571;6;10.3;0.581;0.632;6;7.3;0.818;0;5.7;5.7;4;1.3;0.3;3.3;1;22
188;Kyrie Irving;PG;30;BRK;8;8;38.6;9.8;21.5;0.453;2.6;9.4;0.28;7.1;12.1;0.588;0.515;4.8;5.1;0.927;0.8;4.4;5.1;5.1;1.5;1.1;2.4;3;26.9
189;Jaden Ivey;SG;20;DET;7;7;31.3;5.9;12.7;0.461;1.4;4.1;0.345;4.4;8.6;0.517;0.517;2.6;3.7;0.692;1.1;3.1;4.3;3.7;1.3;0.1;2.3;3.4;15.7
190;Isaiah Jackson;PF;21;IND;8;3;18.5;3.3;5.8;0.565;0;0.1;0;3.3;5.6;0.578;0.565;1.8;2.8;0.636;1.6;3.5;5.1;1.4;0.6;1.4;0.8;2.8;8.3
191;Justin Jackson;SF;27;BOS;2;0;4.5;1;2;0.5;1;1.5;0.667;0;0.5;0;0.75;0;0;0;0;0;0;0;0;0;0;0.5;3
192;Reggie Jackson;PG;32;LAC;7;7;28.4;3.6;10.3;0.347;1.1;4.4;0.258;2.4;5.9;0.415;0.403;0.9;1;0.857;0.4;2;2.4;4.3;0.7;0;1.9;1;9.1
193;LeBron James;PF;38;LAL;6;6;36.2;9.8;22;0.447;2;7.7;0.261;7.8;14.3;0.547;0.492;4.2;5.3;0.781;2.2;6.7;8.8;7.3;1.5;0.7;4.2;2;25.8
194;Ty Jerome;SG;25;GSW;5;0;12.6;1.6;2.8;0.571;0.8;1.6;0.5;0.8;1.2;0.667;0.714;1.2;1.2;1;0;0.4;0.4;1.2;0.2;0.2;0.2;1.2;5.2
195;Isaiah Joe;SG;23;OKC;6;0;3;0.8;1.3;0.625;0.5;1;0.5;0.3;0.3;1;0.813;0.7;0.7;1;0;0.5;0.5;0.7;0.2;0;0;0.3;2.8
196;Cameron Johnson;PF;26;PHO;7;7;28.1;5.3;11.6;0.457;3.1;7.1;0.44;2.1;4.4;0.484;0.593;1.1;1.6;0.727;0.7;3.1;3.9;1.9;1.3;0.4;0.3;1.9;14.9
197;Jalen Johnson;SF;21;ATL;7;0;13.7;1.7;3.7;0.462;0.3;1.4;0.2;1.4;2.3;0.625;0.5;1;1.4;0.7;0.4;2.1;2.6;0.7;0.1;0.1;0.3;1.9;4.7
198;James Johnson;PF;35;IND;3;0;14.7;1.7;4;0.417;0.3;1.7;0.2;1.3;2.3;0.571;0.458;0;0;0;0;2.3;2.3;1.3;0.3;0.7;0;3.3;3.7
199;Keldon Johnson;SF;23;SAS;7;7;33.6;8;17.6;0.455;3.9;8.9;0.435;4.1;8.7;0.475;0.565;4;5;0.8;0.6;4.9;5.4;4.1;1.3;0.1;2.9;1.7;23.9
200;Keon Johnson;SG;20;POR;3;0;11.7;1.7;3.7;0.455;0.7;2.3;0.286;1;1.3;0.75;0.545;0.3;0.7;0.5;0;2;2;1;0.7;0.7;1.7;1;4.3
201;Nikola Joki?;C;27;DEN;7;7;32.9;7.3;12.4;0.586;0.6;2.7;0.211;6.7;9.7;0.691;0.609;5.9;6.7;0.872;2.1;9;11.1;8.4;1.3;0.6;2.6;2.7;21
202;Damian Jones;C;27;LAL;5;1;10.2;1;2.6;0.385;0;0.2;0;1;2.4;0.417;0.385;0.6;1.2;0.5;1.2;1.8;3;0.6;0;0.6;0.6;1.4;2.6
203;Derrick Jones Jr.;SF;25;CHI;6;0;14.3;1.3;3.5;0.381;0.2;0.8;0.2;1.2;2.7;0.438;0.405;2.8;3.2;0.895;1.3;1.3;2.7;0.5;0.5;0.7;0.2;0.8;5.7
204;Herbert Jones;SF;24;NOP;3;3;31.7;2.3;6.3;0.368;0.3;2;0.167;2;4.3;0.462;0.395;2.3;3;0.778;1.7;1.7;3.3;2;0;1.3;1;4.3;7.3
205;Kai Jones;C;22;CHO;3;0;3.7;0.7;0.7;1;0.3;0.3;1;0.3;0.3;1;1.25;0.7;1.3;0.5;0;0;0;0.7;0;0.3;0;0;2.3
206;Tre Jones;PG;23;SAS;7;7;31;4;10.6;0.378;0.9;2.3;0.375;3.1;8.3;0.379;0.419;4.1;4.6;0.906;1.1;2.9;4;5.3;1.3;0.3;2.3;2.3;13
207;Tyus Jones;PG;26;MEM;7;1;25.6;5.4;11.7;0.463;2;5.1;0.389;3.4;6.6;0.522;0.549;0.4;1.1;0.375;0.4;1.9;2.3;4.3;0.7;0.1;1.6;0.6;13.3
208;DeAndre Jordan;C;34;DEN;6;0;12.2;2.2;2.7;0.813;0.2;0.2;1;2;2.5;0.8;0.844;0.8;2;0.417;1.5;4;5.5;0.5;0.2;0.7;1.2;1.8;5.3
209;Cory Joseph;PG;31;DET;7;1;15.7;1.1;3;0.381;0.7;1.4;0.5;0.4;1.6;0.273;0.5;0.7;0.9;0.833;0.1;1;1.1;2.4;0.3;0.1;0.6;1.4;3.7
210;Nikola Jovi?;PF;19;MIA;3;0;7.3;1;2.3;0.429;0;1;0;1;1.3;0.75;0.429;0;0;0;0.3;0.3;0.7;0.3;0.7;0;0.3;1.7;2
211;Frank Kaminsky;C;29;ATL;2;0;4.5;0;0.5;0;0;0.5;0;0;0;0;0;2;2;1;0;1.5;1.5;1;0;0;0.5;1;2
212;Trevor Keels;SG;19;NYK;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
213;Luke Kennard;SG;26;LAC;7;1;24.7;3.6;7.4;0.481;1.7;3.9;0.444;1.9;3.6;0.52;0.596;0.3;0.3;1;0.4;3.3;3.7;0.7;0.3;0;1.4;1.7;9.1
214;Walker Kessler;C;21;UTA;5;0;16.6;2;3.2;0.625;0;0;0;2;3.2;0.625;0.625;1.8;3;0.6;2.2;3;5.2;1.2;0.4;1.6;1;2.2;5.8
215;Braxton Key;SF;25;DET;1;0;5;1;1;1;0;0;0;1;1;1;1;2;2;1;0;0;0;0;0;0;0;0;4
216;Maxi Kleber;C;31;DAL;6;0;27;1.8;4.5;0.407;1;3.2;0.316;0.8;1.3;0.625;0.519;1.5;2;0.75;1.2;3.2;4.3;0.7;0.7;0.8;0.8;1.8;6.2
217;Nathan Knight;PF;25;MIN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0.5;0
218;Kevin Knox;SF;23;DET;5;0;7.2;0.6;3.4;0.176;0.2;2.2;0.091;0.4;1.2;0.333;0.206;0;0;0;0.2;1;1.2;0;0.2;0;0.4;1.4;1.4
219;Christian Koloko;C;22;TOR;7;2;15.4;1.3;2.6;0.5;0;0;0;1.3;2.6;0.5;0.5;0.7;1.6;0.455;1.3;2;3.3;0.4;0.4;1;0.4;3;3.3
220;John Konchar;SG;26;MEM;6;4;27.3;2.8;6.5;0.436;1.7;4.3;0.385;1.2;2.2;0.538;0.564;0.2;0.3;0.5;1.3;3.8;5.2;0.5;1.8;0.3;0.5;1.7;7.5
221;Furkan Korkmaz;SG;25;PHI;2;0;2;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0.5;0.5;0.5;0;0;0;0;0
222;Luke Kornet;C;27;BOS;4;0;14;1;1.8;0.571;0.3;0.5;0.5;0.8;1.3;0.6;0.643;0.3;0.5;0.5;1.3;2;3.3;1.5;0;0.5;1;1.3;2.5
223;Vit Krejci;PG;22;ATL;3;0;3.3;0.7;1;0.667;0.3;0.7;0.5;0.3;0.3;1;0.833;0;0;0;0;0.3;0.3;0.3;0;0;0;0.7;1.7
224;Jonathan Kuminga;PF;20;GSW;6;0;10.8;0.8;2.5;0.333;0;0.7;0;0.8;1.8;0.455;0.333;1;1;1;0.7;1.2;1.8;0.5;0.2;0.2;1.2;1.7;2.7
225;Kyle Kuzma;PF;27;WAS;7;7;33.1;6;13.9;0.433;1.9;5.4;0.342;4.1;8.4;0.492;0.5;3.3;4.1;0.793;0.6;6.7;7.3;2;0.3;0.9;1.4;3.3;17.1
226;Anthony Lamb;SF;25;GSW;1;0;9;1;1;1;0;0;0;1;1;1;1;0;0;0;0;2;2;1;0;0;0;2;2
227;Jock Landale;C;27;PHO;7;0;17.3;3.7;7.7;0.481;0.3;2.7;0.105;3.4;5;0.686;0.5;1.9;2.3;0.813;1.7;3;4.7;0.6;0.1;0.9;0.7;2.9;9.6
228;Romeo Langford;SG;23;SAS;4;1;15;1.8;4;0.438;0;0.5;0;1.8;3.5;0.5;0.438;0.3;0.5;0.5;1.3;0.8;2;0.5;0.5;0.3;0.5;0.5;3.8
229;Jake LaRavia;PF;21;MEM;5;0;18.2;2.4;4.6;0.522;1.8;3;0.6;0.6;1.6;0.375;0.717;0.6;0.6;1;1.2;2.8;4;0.4;0.4;0.4;0.4;3.4;7.2
230;Zach LaVine;SG;27;CHI;5;5;33.2;7.6;17;0.447;3.6;7.8;0.462;4;9.2;0.435;0.553;5;5.8;0.862;0.2;3;3.2;3.8;0.8;0.2;2.2;1.8;23.8
231;Damion Lee;SG;30;PHO;7;0;16.6;1.4;4.3;0.333;1;2.7;0.368;0.4;1.6;0.273;0.45;1;1.1;0.875;0.4;1.9;2.3;1.1;0.4;0;0.3;1.4;4.9
232;Alex Len;C;29;SAC;3;0;2.7;0;0.3;0;0;0;0;0;0.3;0;0;0.3;0.7;0.5;0;0.7;0.7;0;0;0;0;0.7;0.3
233;Kawhi Leonard;SF;31;LAC;2;0;21;4;9;0.444;0.5;3;0.167;3.5;6;0.583;0.472;4;4.5;0.889;2;4.5;6.5;2;1.5;0;2;2.5;12.5
234;Caris LeVert;SG;28;CLE;6;6;35;4.2;12.5;0.333;2.7;5.5;0.485;1.5;7;0.214;0.44;3.7;4.5;0.815;0.5;3;3.5;6.7;1.2;0.2;2.5;2.8;14.7
235;Damian Lillard;PG;32;POR;5;5;35;9.6;19.4;0.495;4;10.2;0.392;5.6;9.2;0.609;0.598;7.8;8.4;0.929;1.2;3.6;4.8;4.6;0.8;0.4;3.8;1.4;31
236;Nassir Little;PF;22;POR;6;0;14.7;2.2;4.2;0.52;0.8;2.2;0.385;1.3;2;0.667;0.62;0.2;0.8;0.2;0.3;2;2.3;0.8;0.5;0;0.3;0.5;5.3
237;Isaiah Livers;PF;24;DET;6;0;18.2;1.8;4.7;0.393;1.5;3.8;0.391;0.3;0.8;0.4;0.554;0.5;0.5;1;0.8;1.3;2.2;0.7;0.5;0.2;0.7;2.7;5.7
238;Kenneth Lofton Jr.;PF;20;MEM;3;0;4.7;1.3;3;0.444;0;0.3;0;1.3;2.7;0.5;0.444;0.3;1;0.333;0.3;0.3;0.7;0.3;0;0;0;1;3
239;Kevon Looney;C;26;GSW;8;8;22.9;2.5;4;0.625;0;0;0;2.5;4;0.625;0.625;0.8;1.4;0.545;2.3;3.8;6;3.4;0.3;0.3;0.3;2.6;5.8
240;Brook Lopez;C;34;MIL;6;6;31.5;5.8;12.3;0.473;2.5;7;0.357;3.3;5.3;0.625;0.574;1.2;1.3;0.875;2.2;4.7;6.8;1;0.7;3.3;0.8;2.8;15.3
241;Robin Lopez;C;34;CLE;3;0;13.3;3.3;4;0.833;0;0;0;3.3;4;0.833;0.833;0;0.3;0;1.7;1.3;3;0.3;0;0.7;0.7;1;6.7
242;Kevin Love;PF;34;CLE;6;0;20;3.8;8.2;0.469;2.8;6;0.472;1;2.2;0.462;0.643;1.2;1.3;0.875;0.3;7.3;7.7;1.8;0;0.2;0.8;1.3;11.7
243;Kyle Lowry;PG;36;MIA;8;8;34.3;3.5;9.4;0.373;2.3;6.5;0.346;1.3;2.9;0.435;0.493;3.3;3.6;0.897;0.5;3.4;3.9;5.8;1.4;0.4;1.9;3;12.5
244;Trey Lyles;PF;27;SAC;4;0;14.5;2;5.5;0.364;1.3;4;0.313;0.8;1.5;0.5;0.477;0.8;1.5;0.5;0.8;2.8;3.5;1;1;0.8;1;1.8;6
245;Théo Maledon;PG;21;CHO;6;0;13.8;2.2;4;0.542;0.8;1.8;0.455;1.3;2.2;0.615;0.646;0.8;1;0.833;0.2;1;1.2;2.8;0.5;0.2;1;0.5;6
246;Sandro Mamukelashvili;C;23;MIL;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
247;Terance Mann;SG;26;LAC;7;3;16.3;2.4;3.9;0.63;0.3;1;0.286;2.1;2.9;0.75;0.667;0.4;1;0.429;0.9;2.1;3;0.6;0.3;0.3;1.1;1.3;5.6
248;Tre Mann;PG;21;OKC;7;4;27.1;5;12.4;0.402;1.7;5.9;0.293;3.3;6.6;0.5;0.471;1.3;1.9;0.692;1;2.4;3.4;3.1;1;0;0.7;2.3;13
249;Boban Marjanovi?;C;34;HOU;3;0;3;0.3;0.7;0.5;0;0;0;0.3;0.7;0.5;0.5;0.7;1;0.667;0.3;0.7;1;0.3;0;0;0.3;0;1.3
250;Lauri Markkanen;SF;25;UTA;8;8;34;8.6;17;0.507;2.1;6.8;0.315;6.5;10.3;0.634;0.57;3.3;3.9;0.839;2.5;6.8;9.3;2.9;0.8;1;2;1.8;22.6
251;Naji Marshall;SF;25;NOP;6;3;24.5;4;7.7;0.522;1;2.7;0.375;3;5;0.6;0.587;1.7;2.2;0.769;1.5;2;3.5;2.2;0.8;0.3;1.3;1.8;10.7
252;Caleb Martin;PF;27;MIA;7;7;26.3;3.3;7.9;0.418;1;2.3;0.438;2.3;5.6;0.41;0.482;0.6;0.6;1;1.9;2.9;4.7;1.4;1.6;0;0.7;2.3;8.1
253;Cody Martin;SF;27;CHO;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
254;Kenyon Martin Jr.;SF;22;HOU;8;2;25.8;3.9;8.8;0.443;0.9;3.4;0.259;3;5.4;0.558;0.493;1.9;2.8;0.682;1.1;4.1;5.3;1.6;0.5;0.5;1.1;2.4;10.5
255;Tyrese Martin;SG;23;ATL;3;0;3.7;1;1.3;0.75;0.3;0.3;1;0.7;1;0.667;0.875;0;0;0;0;0;0;0;0.3;0;0;0;2.3
256;Garrison Mathews;SG;26;HOU;8;0;14.1;1;3.3;0.308;1;3.3;0.308;0;0;0;0.462;1;1;1;0;1;1;0.5;0.4;0.1;0.4;1.6;4
257;Bennedict Mathurin;SG;20;IND;8;0;27;6.5;14.3;0.456;2.6;6.1;0.429;3.9;8.1;0.477;0.548;4.8;5.5;0.864;1.5;2.8;4.3;2.1;0.5;0;2.1;2.5;20.4
258;Wesley Matthews;SG;36;MIL;6;0;16.2;1.3;3.8;0.348;1;3;0.333;0.3;0.8;0.4;0.478;0.5;0.7;0.75;1.3;1.5;2.8;0.7;0.5;0.3;0.5;1.8;4.2
259;Tyrese Maxey;SG;22;PHI;8;8;37.1;8.6;16.9;0.511;3;6.6;0.453;5.6;10.3;0.549;0.6;3;3.9;0.774;0.4;3.3;3.6;3.4;1.1;0.1;2.3;2.6;23.3
260;Miles McBride;PG;22;NYK;2;0;1.5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5;0
261;CJ McCollum;SG;31;NOP;6;6;34.2;8.2;19.3;0.422;2;6.8;0.293;6.2;12.5;0.493;0.474;2.2;2.5;0.867;0.5;3;3.5;7.2;1.3;0.2;1.7;2;20.5
262;T.J. McConnell;PG;30;IND;7;0;14.4;1.7;5;0.343;0;0.1;0;1.7;4.9;0.353;0.343;0;0;0;0.6;1;1.6;2.7;1.3;0.3;1.4;0.9;3.4
263;Jaden McDaniels;PF;22;MIN;8;8;30.3;3.8;7.3;0.517;0.8;2.6;0.286;3;4.6;0.649;0.569;1.9;2.3;0.833;1.3;1.8;3;1;1.6;1.5;1.4;3.4;10.1
264;Jalen McDaniels;SF;25;CHO;7;0;25;3.7;8;0.464;2;3.3;0.609;1.7;4.7;0.364;0.589;1.4;1.4;1;0.9;4.9;5.7;2.4;0.7;0.6;1.1;2.9;10.9
265;Doug McDermott;SF;31;SAS;7;0;21;4.1;9.4;0.439;2.7;6;0.452;1.4;3.4;0.417;0.583;0.7;0.9;0.833;0.4;2;2.4;1.6;0;0.3;0.7;2;11.7
266;JaVale McGee;C;35;DAL;5;5;12;1.8;3.8;0.474;0;0;0;1.8;3.8;0.474;0.474;1.4;2.4;0.583;1.4;2.2;3.6;0.4;0.4;0.8;1.2;1.2;5
267;Bryce McGowens;SG;20;CHO;4;0;3.3;0.5;1;0.5;0;0.3;0;0.5;0.8;0.667;0.5;0;0;0;0;0.3;0.3;0.3;0.3;0.3;0;0;1
268;Rodney McGruder;SG;31;DET;2;0;4;0.5;1.5;0.333;0.5;1.5;0.333;0;0;0;0.5;0;0;0;0;0.5;0.5;0;0;0;0;0;1.5
269;Jordan McLaughlin;PG;26;MIN;6;0;17.5;1.8;4.2;0.44;0.3;2;0.167;1.5;2.2;0.692;0.48;0.3;0.3;1;0.3;1.8;2.2;3.3;0.7;0;0.7;0.5;4.3
270;De'Anthony Melton;PG;24;PHI;8;2;22.5;3.9;7.5;0.517;1.4;3.4;0.407;2.5;4.1;0.606;0.608;0.4;0.4;1;0.3;2.6;2.9;2.3;2;0.1;0.4;1.4;9.5
271;Chimezie Metu;C;25;SAC;3;0;8.3;0.7;2.3;0.286;0;1;0;0.7;1.3;0.5;0.286;0.7;0.7;1;0;2.3;2.3;1;0.3;0.3;0;1;2
272;Patty Mills;PG;34;BRK;8;0;13.6;1.9;4.3;0.441;1.5;3.5;0.429;0.4;0.8;0.5;0.618;1.3;1.3;1;0.3;0.5;0.8;0.8;0.1;0;0.3;0.6;6.5
273;Shake Milton;SG;26;PHI;4;0;7.3;1;2.5;0.4;0;0.3;0;1;2.3;0.444;0.4;0;0;0;0.5;0.8;1.3;1;0;0.3;0.5;0.8;2
274;Davion Mitchell;PG;24;SAC;6;0;18.2;3;6.2;0.486;1.2;3;0.389;1.8;3.2;0.579;0.581;0.3;0.5;0.667;0;2;2;1.8;0.7;0;1.8;1.8;7.5
275;Donovan Mitchell;SG;26;CLE;6;6;39;11;22.2;0.496;4.2;9.2;0.455;6.8;13;0.526;0.59;6;7;0.857;1.2;3.3;4.5;7.3;1.7;0.5;4.2;3.3;32.2
276;Evan Mobley;PF;21;CLE;6;6;34.7;6;10.8;0.554;0.3;1.3;0.25;5.7;9.5;0.596;0.569;3.5;4.3;0.808;1.3;4.7;6;2.2;1.2;1.2;2.5;3;15.8
277;Isaiah Mobley;PF;23;CLE;1;0;4;1;1;1;1;1;1;0;0;0;1.5;0;0;0;0;1;1;0;0;0;0;1;3
278;Chima Moneke;SF;27;SAC;1;0;6;0;1;0;0;0;0;0;1;0;0;0;2;0;2;0;2;1;0;0;0;2;0
279;Malik Monk;SG;24;SAC;6;0;18;2.8;8.2;0.347;2;5.8;0.343;0.8;2.3;0.357;0.469;0.7;0.8;0.8;0.7;2;2.7;3.8;0.7;0.3;1.5;1;8.3
280;Moses Moody;SG;20;GSW;8;0;16.6;2.1;5.4;0.395;1.4;3.8;0.367;0.8;1.6;0.462;0.523;0.8;1;0.75;0.5;1.6;2.1;0.5;0.5;0.6;1.4;0.9;6.4
281;Wendell Moore Jr.;SG;21;MIN;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
282;Ja Morant;PG;23;MEM;6;6;32.7;11;20;0.55;2.3;4.2;0.56;8.7;15.8;0.547;0.608;9;10.5;0.857;1.3;3.2;4.5;6.3;0.7;0.5;3.3;2.2;33.3
283;Marcus Morris;PF;33;LAC;5;5;28;5.8;11.2;0.518;1.4;4.2;0.333;4.4;7;0.629;0.58;0.6;0.6;1;0.6;4.4;5;2.2;0.8;0.2;0.8;2.4;13.6
284;Markieff Morris;PF;33;BRK;4;0;9.3;1;2.3;0.444;1;2;0.5;0;0.3;0;0.667;0;0;0;0.3;1.8;2;0.3;0.3;0.3;1;1.3;3
285;Monte Morris;PG;27;WAS;7;7;28.3;3.4;8.3;0.414;1.1;2.7;0.421;2.3;5.6;0.41;0.483;1.3;1.7;0.75;0.4;4;4.4;5.6;0.9;0.3;0.9;1.4;9.3
286;Trey Murphy III;SF;22;NOP;6;3;31.7;5.3;10;0.533;3.2;5.8;0.543;2.2;4.2;0.52;0.692;1.2;1.3;0.875;1.8;4.2;6;1;1.2;0.2;1.2;2.7;15
287;Dejounte Murray;SG;26;ATL;7;7;36.1;8;17.6;0.455;2;5;0.4;6;12.6;0.477;0.512;2;2.3;0.875;0.6;5.6;6.1;7.6;2;0.6;2.6;1.7;20
288;Jamal Murray;PG;25;DEN;6;6;26.7;5.7;13.7;0.415;1.7;5;0.333;4;8.7;0.462;0.476;0.8;1.5;0.556;0.2;2.7;2.8;3.2;1;0;2.2;0.7;13.8
289;Keegan Murray;SF;22;SAC;5;3;35.6;6.6;13.4;0.493;3;7.6;0.395;3.6;5.8;0.621;0.604;1.2;1.4;0.857;1.2;2.8;4;1.4;0.4;1;2.4;2.2;17.4
290;Mike Muscala;C;31;OKC;6;0;13.2;2.7;5.2;0.516;0.8;2.7;0.313;1.8;2.5;0.733;0.597;1.5;1.7;0.9;1;4.2;5.2;0.8;0;0.3;0.5;1.3;7.7
291;Svi Mykhailiuk;SF;25;NYK;1;0;2;1;1;1;1;1;1;0;0;0;1.5;0;0;0;0;2;2;0;0;0;0;0;3
292;Larry Nance Jr.;PF;30;NOP;6;0;21;3.8;6.3;0.605;0.3;0.8;0.4;3.5;5.5;0.636;0.632;0;0.2;0;1.3;3.5;4.8;2.3;0.5;0.7;1.5;2;8
293;Andrew Nembhard;SG;23;IND;7;0;15.6;1.9;4.9;0.382;1.1;3;0.381;0.7;1.9;0.385;0.5;0.6;0.6;1;0.4;1.4;1.9;2.7;0.6;0.1;0.4;1.7;5.4
294;Aaron Nesmith;SF;23;IND;6;4;21.8;3.2;7.2;0.442;1.2;3.7;0.318;2;3.5;0.571;0.523;1.2;1.5;0.778;0.5;3;3.5;1.5;0.2;0.8;1;3;8.7
295;Raul Neto;PG;30;CLE;6;0;10.2;1.2;2.8;0.412;0.2;1;0.167;1;1.8;0.545;0.441;0.7;0.7;1;0.3;0.8;1.2;1.3;0.3;0;0.3;1;3.2
